date,location,matched_cities,ratio,median_price,monthly_payment,median_hhi,interest_rate,cities_matched
2023-01-01,"Macomb, IL","Macomb, IL",10.77%,71150.0,356.78368006057366,39753.0,6.42,1
2017-01-01,"Madera, CA","Madera, CA",33.87%,289700.0,1149.637433403977,40731.0,4.32,1
2018-01-01,"Madera, CA","Madera, CA",34.28%,318875.0,1216.4161941894881,42581.0,3.99,1
2019-01-01,"Madera, CA","Madera, CA",35.61%,328725.0,1340.3052455932548,45163.0,4.55,1
2020-01-01,"Madera, CA","Madera, CA",30.51%,339000.0,1254.43108998786,49335.0,3.74,1
2021-01-01,"Madera, CA","Madera, CA",28.85%,399950.0,1292.690089181633,53777.0,2.67,1
2022-01-01,"Madera, CA","Madera, CA",32.64%,490000.0,1676.0341592522834,61626.0,3.11,1
2023-01-01,"Madera, CA","Madera, CA",44.36%,469000.0,2351.8137167731425,63619.0,6.42,1
2017-01-01,"Madison, IN","Madison, IN",13.22%,128950.0,511.7215983342866,46444.0,4.32,1
2018-01-01,"Madison, IN","Madison, IN",18.21%,159900.0,609.9724012572298,40197.0,3.99,1
2019-01-01,"Madison, IN","Madison, IN",21.57%,177400.0,723.3102154330926,40231.0,4.55,1
2020-01-01,"Madison, IN","Madison, IN",16.55%,154900.0,573.189899230441,41568.0,3.74,1
2021-01-01,"Madison, IN","Madison, IN",13.90%,169900.0,549.1387577246142,47392.0,2.67,1
2022-01-01,"Madison, IN","Madison, IN",16.22%,209900.0,717.9583061776618,53113.0,3.11,1
2023-01-01,"Madison, IN","Madison, IN",25.81%,244700.0,1227.0550458302514,57050.0,6.42,1
2017-01-01,"Madison, WI","Madison, WI",24.85%,309900.0,1229.7985523365292,59387.0,4.32,1
2018-01-01,"Madison, WI","Madison, WI",24.01%,329950.0,1258.6641262965788,62906.0,3.99,1
2019-01-01,"Madison, WI","Madison, WI",25.46%,339950.0,1386.0727606340465,65332.0,4.55,1
2020-01-01,"Madison, WI","Madison, WI",22.83%,347400.0,1285.514338235347,67565.0,3.74,1
2021-01-01,"Madison, WI","Madison, WI",20.64%,374900.0,1211.7252517419533,70466.0,2.67,1
2022-01-01,"Madison, WI","Madison, WI",21.37%,389900.0,1333.6443238621741,74895.0,3.11,1
2023-01-01,"Madison, WI","Madison, WI",34.70%,443950.0,2226.1997858452805,76983.0,6.42,1
2017-01-01,"Madisonville, KY","Madisonville, KY",14.72%,124900.0,495.6496908255324,40411.0,4.32,1
2018-01-01,"Madisonville, KY","Madisonville, KY",14.33%,137200.0,523.3784456065786,43835.0,3.99,1
2019-01-01,"Madisonville, KY","Madisonville, KY",14.06%,128550.0,524.1348827165956,44720.0,4.55,1
2020-01-01,"Madisonville, KY","Madisonville, KY",13.21%,128500.0,475.49969045262543,43193.0,3.74,1
2021-01-01,"Madisonville, KY","Madisonville, KY",11.18%,134900.0,436.01423435580017,46816.0,2.67,1
2022-01-01,"Madisonville, KY","Madisonville, KY",12.62%,166700.0,570.193661933379,54234.0,3.11,1
2023-01-01,"Madisonville, KY","Madisonville, KY",19.04%,180000.0,902.6150725355343,56902.0,6.42,1
2017-01-01,"Magnolia, AR","Magnolia, AR",16.21%,118250.0,469.26001553338034,34729.0,4.32,1
2018-01-01,"Magnolia, AR","Magnolia, AR",15.97%,119900.0,457.38393315035546,34366.0,3.99,1
2019-01-01,"Magnolia, AR","Magnolia, AR",21.88%,149675.0,610.2675112454799,33474.0,4.55,1
2020-01-01,"Magnolia, AR","Magnolia, AR",19.79%,152000.0,562.4587778116658,34107.0,3.74,1
2021-01-01,"Magnolia, AR","Magnolia, AR",17.49%,157000.0,507.44429054010845,34815.0,2.67,1
2022-01-01,"Magnolia, AR","Magnolia, AR",17.18%,180000.0,615.6860176845123,43000.0,3.11,1
2023-01-01,"Magnolia, AR","Magnolia, AR",26.39%,185000.0,927.6877134392992,42188.0,6.42,1
2017-01-01,"Manchester-Nashua, NH","Manchester, NH, Nashua, NH",24.78%,329900.0,1309.1659968242043,63391.5,4.32,2
2018-01-01,"Manchester-Nashua, NH","Manchester, NH, Nashua, NH",22.98%,329450.0,1256.7567704452429,65624.5,3.99,2
2019-01-01,"Manchester-Nashua, NH","Manchester, NH, Nashua, NH",25.18%,349225.0,1423.8895715029412,67853.0,4.55,2
2020-01-01,"Manchester-Nashua, NH","Manchester, NH, Nashua, NH",24.02%,367425.0,1359.6145818253376,67936.0,3.74,2
2021-01-01,"Manchester-Nashua, NH","Manchester, NH, Nashua, NH",21.33%,399900.0,1292.5284827196776,72715.0,2.67,2
2022-01-01,"Manchester-Nashua, NH","Manchester, NH, Nashua, NH",22.69%,449900.0,1538.8729964236782,81403.0,3.11,2
2023-01-01,"Manchester-Nashua, NH","Manchester, NH, Nashua, NH",38.38%,541725.0,2716.4952787184016,84936.0,6.42,2
2017-01-01,"Manhattan, KS","Manhattan, KS",16.98%,169875.0,674.1272316171923,47632.0,4.32,1
2018-01-01,"Manhattan, KS","Manhattan, KS",15.78%,169900.0,648.1195182839483,49279.0,3.99,1
2019-01-01,"Manhattan, KS","Manhattan, KS",16.03%,165600.0,675.1982619826389,50537.0,4.55,1
2020-01-01,"Manhattan, KS","Manhattan, KS",14.79%,169700.0,627.9556223331559,50957.0,3.74,1
2021-01-01,"Manhattan, KS","Manhattan, KS",13.02%,177000.0,572.0868753222879,52747.0,2.67,1
2022-01-01,"Manhattan, KS","Manhattan, KS",12.21%,164500.0,562.6686106061237,55316.0,3.11,1
2023-01-01,"Manhattan, KS","Manhattan, KS",23.85%,231625.0,1161.4900898669064,58441.0,6.42,1
2017-01-01,"Manitowoc, WI","Manitowoc, WI",11.92%,109925.0,436.22331676538545,43907.0,4.32,1
2018-01-01,"Manitowoc, WI","Manitowoc, WI",11.52%,114450.0,436.5937543707939,45485.0,3.99,1
2019-01-01,"Manitowoc, WI","Manitowoc, WI",13.97%,136675.0,557.2628167661665,47861.0,4.55,1
2020-01-01,"Manitowoc, WI","Manitowoc, WI",12.16%,141175.0,522.4020918260653,51563.0,3.74,1
2021-01-01,"Manitowoc, WI","Manitowoc, WI",11.86%,167400.0,541.0584346268417,54767.0,2.67,1
2022-01-01,"Manitowoc, WI","Manitowoc, WI",11.58%,169450.0,579.5999760924478,60040.0,3.11,1
2023-01-01,"Manitowoc, WI","Manitowoc, WI",27.02%,279000.0,1399.053362430078,62133.0,6.42,1
2017-01-01,"Mankato-North Mankato, MN","Mankato, MN, North Mankato, MN",17.69%,198675.0,788.4163516794447,53467.5,4.32,2
2018-01-01,"Mankato-North Mankato, MN","Mankato, MN, North Mankato, MN",19.22%,229900.0,877.0022204442596,54752.5,3.99,2
2019-01-01,"Mankato-North Mankato, MN","Mankato, MN, North Mankato, MN",21.12%,248650.0,1013.8167140216375,57601.0,4.55,2
2020-01-01,"Mankato-North Mankato, MN","Mankato, MN, North Mankato, MN",18.41%,255925.0,947.0214652069117,61717.0,3.74,2
2021-01-01,"Mankato-North Mankato, MN","Mankato, MN, North Mankato, MN",14.97%,250000.0,808.0323097772427,64788.0,2.67,2
2022-01-01,"Mankato-North Mankato, MN","Mankato, MN, North Mankato, MN",18.63%,309400.0,1058.2958548421561,68164.0,3.11,2
2023-01-01,"Mankato-North Mankato, MN","Mankato, MN, North Mankato, MN",31.41%,371700.0,1863.9001247858785,71198.5,6.42,2
2017-01-01,"Mansfield, OH","Mansfield, OH",11.79%,84725.0,336.2203367109146,34219.0,4.32,1
2018-01-01,"Mansfield, OH","Mansfield, OH",12.44%,96975.0,369.9316673666032,35697.0,3.99,1
2019-01-01,"Mansfield, OH","Mansfield, OH",14.27%,109900.0,448.0935325597344,37683.0,4.55,1
2020-01-01,"Mansfield, OH","Mansfield, OH",13.44%,109900.0,406.6724979046189,36318.0,3.74,1
2021-01-01,"Mansfield, OH","Mansfield, OH",12.79%,122000.0,394.3197671712945,37009.0,2.67,1
2022-01-01,"Mansfield, OH","Mansfield, OH",11.01%,110000.0,376.25256636275753,40996.0,3.11,1
2023-01-01,"Mansfield, OH","Mansfield, OH",21.44%,151800.0,761.2053778383006,42605.0,6.42,1
2017-01-01,"Marinette, WI-MI","Marinette, WI",14.24%,109950.0,436.3225260709951,36765.0,4.32,1
2018-01-01,"Marinette, WI-MI","Marinette, WI",13.30%,119700.0,456.62099080982114,41194.0,3.99,1
2019-01-01,"Marinette, WI-MI","Marinette, WI",15.09%,131950.0,537.9976489650314,42788.0,4.55,1
2020-01-01,"Marinette, WI-MI","Marinette, WI",12.08%,129900.0,480.6802318272065,47742.0,3.74,1
2021-01-01,"Marinette, WI-MI","Marinette, WI",10.73%,139900.0,452.17488055134504,50589.0,2.67,1
2022-01-01,"Marinette, WI-MI","Marinette, WI",11.94%,159900.0,546.9344123764084,54969.0,3.11,1
2023-01-01,"Marinette, WI-MI","Marinette, WI",20.93%,199900.0,1002.4041833325183,57461.0,6.42,1
2017-01-01,"Marion, IN","Marion, IN",11.51%,79500.0,315.4855918385094,32879.0,4.32,1
2018-01-01,"Marion, IN","Marion, IN",9.69%,69900.0,266.6483480167627,33006.0,3.99,1
2019-01-01,"Marion, IN","Marion, IN",10.03%,67575.0,275.522479187662,32977.0,4.55,1
2020-01-01,"Marion, IN","Marion, IN",10.49%,83270.0,308.1312001866935,35252.0,3.74,1
2021-01-01,"Marion, IN","Marion, IN",8.10%,79000.0,255.33820988960872,37835.0,2.67,1
2022-01-01,"Marion, IN","Marion, IN",8.03%,82854.0,283.40027394018097,42366.0,3.11,1
2023-01-01,"Marion, IN","Marion, IN",11.09%,79900.0,400.6608016421622,43349.0,6.42,1
2017-01-01,"Marion, OH","Marion, OH",11.24%,84100.0,333.74010407067476,35616.0,4.32,1
2018-01-01,"Marion, OH","Marion, OH",9.74%,79400.0,302.88810919214535,37333.0,3.99,1
2019-01-01,"Marion, OH","Marion, OH",9.59%,74900.0,305.38858588465973,38221.0,4.55,1
2020-01-01,"Marion, OH","Marion, OH",9.92%,89900.0,332.66476398203133,40223.0,3.74,1
2021-01-01,"Marion, OH","Marion, OH",12.71%,137200.0,443.4481316057508,41884.0,2.67,1
2022-01-01,"Marion, OH","Marion, OH",10.97%,119900.0,410.11529733540567,44879.0,3.11,1
2023-01-01,"Marion, OH","Marion, OH",17.71%,134900.0,676.4598515835754,45829.0,6.42,1
2017-01-01,"Marquette, MI","Marquette, MI",17.98%,147250.0,584.3428100405096,38998.0,4.32,1
2018-01-01,"Marquette, MI","Marquette, MI",18.69%,164900.0,629.0459597705891,40398.0,3.99,1
2019-01-01,"Marquette, MI","Marquette, MI",21.06%,189250.0,771.6260330930822,43977.0,4.55,1
2020-01-01,"Marquette, MI","Marquette, MI",18.45%,177600.0,657.188677232578,42746.0,3.74,1
2021-01-01,"Marquette, MI","Marquette, MI",15.58%,189500.0,612.4884908111501,47179.0,2.67,1
2022-01-01,"Marquette, MI","Marquette, MI",14.99%,188500.0,644.7600796307254,51599.0,3.11,1
2023-01-01,"Marquette, MI","Marquette, MI",27.57%,255750.0,1282.4655822275715,55825.0,6.42,1
2017-01-01,"Marshall, MN","Marshall, MN",13.28%,132000.0,523.8251336186571,47344.0,4.32,1
2018-01-01,"Marshall, MN","Marshall, MN",11.39%,116000.0,442.50655750993525,46638.0,3.99,1
2019-01-01,"Marshall, MN","Marshall, MN",13.69%,137000.0,558.5879341281493,48958.0,4.55,1
2020-01-01,"Marshall, MN","Marshall, MN",12.77%,138675.0,513.1511250857418,48236.0,3.74,1
2021-01-01,"Marshall, MN","Marshall, MN",8.39%,115000.0,371.6948624975317,53138.0,2.67,1
2022-01-01,"Marshall, MN","Marshall, MN",13.55%,199900.0,683.7535274174112,60532.0,3.11,1
2023-01-01,"Marshall, MN","Marshall, MN",13.31%,143000.0,717.0775298476744,64636.0,6.42,1
2017-01-01,"Marshall, MO","Marshall, MO",11.47%,93125.0,369.5546633957382,38679.0,4.32,1
2018-01-01,"Marshall, MO","Marshall, MO",9.71%,83900.0,320.0543118541687,39535.0,3.99,1
2019-01-01,"Marshall, MO","Marshall, MO",13.07%,113725.0,463.68914458922467,42584.0,4.55,1
2020-01-01,"Marshall, MO","Marshall, MO",12.86%,127600.0,472.1693424261089,44076.0,3.74,1
2021-01-01,"Marshall, MO","Marshall, MO",7.51%,89000.0,287.65950228069846,45979.0,2.67,1
2022-01-01,"Marshall, MO","Marshall, MO",10.76%,136750.0,467.75034954642814,52171.0,3.11,1
2023-01-01,"Marshall, MO","Marshall, MO",16.30%,148500.0,744.6574348418158,54815.0,6.42,1
2017-01-01,"Marshall, TX","Marshall, TX",21.21%,179500.0,712.322814276886,40303.0,4.32,1
2018-01-01,"Marshall, TX","Marshall, TX",18.81%,179950.0,686.4573708958004,43783.0,3.99,1
2019-01-01,"Marshall, TX","Marshall, TX",23.60%,199000.0,811.3795539525673,41250.0,4.55,1
2020-01-01,"Marshall, TX","Marshall, TX",21.85%,209000.0,773.3808194910405,42467.0,3.74,1
2021-01-01,"Marshall, TX","Marshall, TX",15.34%,180000.0,581.7832630396148,45500.0,2.67,1
2022-01-01,"Marshall, TX","Marshall, TX",12.52%,150000.0,513.0716814037603,49162.0,3.11,1
2017-01-01,"Marshalltown, IA","Marshalltown, IA",11.60%,119900.0,475.80782970361355,49214.0,4.32,1
2018-01-01,"Marshalltown, IA","Marshalltown, IA",7.69%,84975.0,324.15512693454093,50612.0,3.99,1
2019-01-01,"Marshalltown, IA","Marshalltown, IA",11.27%,119900.0,488.86637446689855,52035.0,4.55,1
2020-01-01,"Marshalltown, IA","Marshalltown, IA",10.53%,129900.0,480.6802318272065,54778.0,3.74,1
2021-01-01,"Marshalltown, IA","Marshalltown, IA",8.11%,119900.0,387.53229576916567,57367.0,2.67,1
2022-01-01,"Marshalltown, IA","Marshalltown, IA",7.57%,119900.0,410.11529733540567,65000.0,3.11,1
2023-01-01,"Marshalltown, IA","Marshalltown, IA",15.29%,174900.0,877.0409788136942,68854.0,6.42,1
2017-01-01,"Martinsville, VA","Martinsville, VA",13.29%,93650.0,371.63805881353966,33545.0,4.32,1
2018-01-01,"Martinsville, VA","Martinsville, VA",13.76%,99900.0,381.08969909691837,33224.0,3.99,1
2019-01-01,"Martinsville, VA","Martinsville, VA",14.22%,99900.0,407.3206906525702,34371.0,4.55,1
2020-01-01,"Martinsville, VA","Martinsville, VA",13.50%,109925.0,406.76500757202217,36166.0,3.74,1
2021-01-01,"Martinsville, VA","Martinsville, VA",13.42%,127400.0,411.77326506248295,36832.0,2.67,1
2022-01-01,"Martinsville, VA","Martinsville, VA",20.09%,191500.0,655.0215132588006,39127.0,3.11,1
2023-01-01,"Martinsville, VA","Martinsville, VA",21.16%,149225.0,748.2929677728617,42434.0,6.42,1
2017-01-01,"Maryville, MO","Maryville, MO",17.39%,114925.0,456.0651778873043,31464.0,4.32,1
2018-01-01,"Maryville, MO","Maryville, MO",17.33%,129850.0,495.3403145919405,34308.0,3.99,1
2019-01-01,"Maryville, MO","Maryville, MO",20.57%,144000.0,587.1289234631643,34258.0,4.55,1
2020-01-01,"Maryville, MO","Maryville, MO",14.61%,132000.0,488.4510438890782,40112.0,3.74,1
2021-01-01,"Maryville, MO","Maryville, MO",15.00%,153750.0,496.9398705130043,39768.0,2.67,1
2022-01-01,"Maryville, MO","Maryville, MO",12.28%,147000.0,502.810247775685,49144.0,3.11,1
2023-01-01,"Maryville, MO","Maryville, MO",22.95%,183450.0,919.915194759132,48099.0,6.42,1
2017-01-01,"Mason City, IA","Mason City, IA",13.10%,130000.0,515.8883891698896,47273.0,4.32,1
2018-01-01,"Mason City, IA","Mason City, IA",12.49%,135450.0,516.7027001269029,49656.0,3.99,1
2019-01-01,"Mason City, IA","Mason City, IA",13.68%,140950.0,574.6932066814792,50397.0,4.55,1
2020-01-01,"Mason City, IA","Mason City, IA",13.43%,161475.0,597.5199417574918,53406.0,3.74,1
2021-01-01,"Mason City, IA","Mason City, IA",10.29%,148600.0,480.2944049315931,56009.0,2.67,1
2022-01-01,"Mason City, IA","Mason City, IA",10.69%,158250.0,541.290623880967,60786.0,3.11,1
2023-01-01,"Mason City, IA","Mason City, IA",22.54%,233575.0,1171.2684198193745,62369.0,6.42,1
2017-01-01,"Mayfield, KY","Mayfield, KY",22.96%,124900.0,495.6496908255324,25910.0,4.32,1
2018-01-01,"Mayfield, KY","Mayfield, KY",19.21%,126250.0,481.6073524623218,30084.0,3.99,1
2019-01-01,"Mayfield, KY","Mayfield, KY",18.17%,119900.0,488.86637446689855,32289.0,4.55,1
2020-01-01,"Mayfield, KY","Mayfield, KY",18.09%,148625.0,549.9699727122292,36485.0,3.74,1
2021-01-01,"Mayfield, KY","Mayfield, KY",14.58%,139900.0,452.17488055134504,37212.0,2.67,1
2022-01-01,"Mayfield, KY","Mayfield, KY",16.86%,174900.0,598.2415805167844,42589.0,3.11,1
2023-01-01,"Mayfield, KY","Mayfield, KY",29.74%,204900.0,1027.4768242362832,41458.0,6.42,1
2017-01-01,"Maysville, KY","Maysville, KY",8.61%,54000.0,214.29210011672336,29852.0,4.32,1
2018-01-01,"Maysville, KY","Maysville, KY",21.11%,135000.0,514.9860798607006,29274.0,3.99,1
2019-01-01,"Maysville, KY","Maysville, KY",17.84%,127975.0,521.7904443069336,35102.0,4.55,1
2020-01-01,"Maysville, KY","Maysville, KY",14.54%,119475.0,442.10370052005777,36480.0,3.74,1
2021-01-01,"Maysville, KY","Maysville, KY",17.36%,180000.0,581.7832630396148,40212.0,2.67,1
2022-01-01,"Maysville, KY","Maysville, KY",19.93%,199900.0,683.7535274174112,41171.0,3.11,1
2023-01-01,"Maysville, KY","Maysville, KY",26.54%,184900.0,927.1862606212239,41923.0,6.42,1
2017-01-01,"Mcalester, OK","Mcalester, OK",13.72%,124950.0,495.8481094367516,43382.0,4.32,1
2018-01-01,"Mcalester, OK","Mcalester, OK",14.19%,133125.0,507.8334954181908,42947.0,3.99,1
2019-01-01,"Mcalester, OK","Mcalester, OK",16.16%,144900.0,590.7984792348091,43879.0,4.55,1
2020-01-01,"Mcalester, OK","Mcalester, OK",17.23%,167500.0,619.8147716016712,43174.0,3.74,1
2021-01-01,"Mcalester, OK","Mcalester, OK",12.87%,149000.0,481.58725662723674,44890.0,2.67,1
2022-01-01,"Mcalester, OK","Mcalester, OK",13.18%,150500.0,514.7819203417728,46875.0,3.11,1
2023-01-01,"Mcalester, OK","Mcalester, OK",27.43%,219000.0,1098.1816715849,48044.0,6.42,1
2017-01-01,"Mcallen-Edinburg-Mission, TX","Mcallen, TX, Edinburg, TX, Mission, TX",19.45%,185000.0,734.1488615109968,45295.666666666664,4.32,3
2018-01-01,"Mcallen-Edinburg-Mission, TX","Mcallen, TX, Edinburg, TX, Mission, TX",18.31%,189000.0,720.9805118049807,47249.333333333336,3.99,3
2019-01-01,"Mcallen-Edinburg-Mission, TX","Mcallen, TX, Edinburg, TX, Mission, TX",19.30%,189700.0,773.4608109789046,48097.333333333336,4.55,3
2020-01-01,"Mcallen-Edinburg-Mission, TX","Mcallen, TX, Edinburg, TX, Mission, TX",17.35%,195125.0,722.0379540822453,49945.666666666664,3.74,3
2021-01-01,"Mcallen-Edinburg-Mission, TX","Mcallen, TX, Edinburg, TX, Mission, TX",16.17%,220000.0,711.0684326039736,52754.0,2.67,3
2022-01-01,"Mcallen-Edinburg-Mission, TX","Mcallen, TX, Edinburg, TX, Mission, TX",19.11%,259000.0,885.9037698904926,55628.666666666664,3.11,3
2023-01-01,"Mcallen-Edinburg-Mission, TX","Mcallen, TX, Edinburg, TX, Mission, TX",28.30%,280200.0,1405.0707962469817,59589.0,6.42,3
2017-01-01,"Mccomb, MS","Mccomb, MS",22.69%,140500.0,557.5562975259191,29489.0,4.32,1
2018-01-01,"Mccomb, MS","Mccomb, MS",21.89%,129000.0,492.0978096446694,26982.0,3.99,1
2019-01-01,"Mccomb, MS","Mccomb, MS",21.06%,119750.0,488.25478183829114,27823.0,4.55,1
2020-01-01,"Mccomb, MS","Mccomb, MS",18.37%,124950.0,462.3633176813661,30197.0,3.74,1
2021-01-01,"Mccomb, MS","Mccomb, MS",20.04%,168000.0,542.9977121703072,32515.0,2.67,1
2022-01-01,"Mccomb, MS","Mccomb, MS",19.26%,175000.0,598.583628304387,37288.0,3.11,1
2023-01-01,"Mccomb, MS","Mccomb, MS",25.87%,174175.0,873.4054458826482,40515.0,6.42,1
2017-01-01,"Mcminnville, TN","Mcminnville, TN",17.96%,122400.0,485.72876026457294,32460.0,4.32,1
2018-01-01,"Mcminnville, TN","Mcminnville, TN",25.82%,182300.0,695.4219433970793,32320.0,3.99,1
2019-01-01,"Mcminnville, TN","Mcminnville, TN",27.24%,199900.0,815.049109724212,35909.0,4.55,1
2020-01-01,"Mcminnville, TN","Mcminnville, TN",23.61%,193225.0,715.0072193595996,36337.0,3.74,1
2021-01-01,"Mcminnville, TN","Mcminnville, TN",25.76%,249500.0,806.4162451576883,37562.0,2.67,1
2022-01-01,"Mcminnville, TN","Mcminnville, TN",26.30%,269900.0,923.186978739166,42130.0,3.11,1
2023-01-01,"Mcminnville, TN","Mcminnville, TN",42.96%,309450.0,1551.7457455340061,43348.0,6.42,1
2017-01-01,"Mcpherson, KS","Mcpherson, KS",13.35%,150000.0,595.255833657565,53503.0,4.32,1
2018-01-01,"Mcpherson, KS","Mcpherson, KS",12.44%,148950.0,568.2013081129729,54804.0,3.99,1
2019-01-01,"Mcpherson, KS","Mcpherson, KS",13.41%,159900.0,651.9577420955553,58337.0,4.55,1
2020-01-01,"Mcpherson, KS","Mcpherson, KS",13.02%,169900.0,628.6956996723818,57931.0,3.74,1
2021-01-01,"Mcpherson, KS","Mcpherson, KS",14.31%,219900.0,710.7452196800627,59610.0,2.67,1
2022-01-01,"Mcpherson, KS","Mcpherson, KS",9.58%,163000.0,557.5378937920862,69807.0,3.11,1
2023-01-01,"Mcpherson, KS","Mcpherson, KS",15.48%,199950.0,1002.6549097415559,77746.0,6.42,1
2017-01-01,"Meadville, PA","Meadville, PA",16.95%,120450.0,477.9904344270246,33848.0,4.32,1
2018-01-01,"Meadville, PA","Meadville, PA",14.48%,112450.0,428.9643309654502,35556.0,3.99,1
2019-01-01,"Meadville, PA","Meadville, PA",16.95%,127450.0,519.6498701068075,36793.0,4.55,1
2020-01-01,"Meadville, PA","Meadville, PA",13.94%,125800.0,465.5086463730761,40074.0,3.74,1
2021-01-01,"Meadville, PA","Meadville, PA",12.61%,132350.0,427.7723047960723,40694.0,2.67,1
2022-01-01,"Meadville, PA","Meadville, PA",12.44%,139900.0,478.52485485590705,46157.0,3.11,1
2023-01-01,"Meadville, PA","Meadville, PA",21.68%,165800.0,831.4087723688422,46012.0,6.42,1
2017-01-01,"Medford, OR","Medford, OR",40.60%,386750.0,1534.7679577804215,45361.0,4.32,1
2018-01-01,"Medford, OR","Medford, OR",38.45%,399500.0,1523.9773252174064,47567.0,3.99,1
2019-01-01,"Medford, OR","Medford, OR",39.04%,399900.0,1630.5059478674957,50116.0,4.55,1
2020-01-01,"Medford, OR","Medford, OR",33.99%,399950.0,1479.9696591169456,52243.0,3.74,1
2021-01-01,"Medford, OR","Medford, OR",33.77%,500000.0,1616.0646195544855,57424.0,2.67,1
2022-01-01,"Medford, OR","Medford, OR",34.34%,549250.0,1878.6974734067687,65647.0,3.11,1
2023-01-01,"Medford, OR","Medford, OR",44.15%,517225.0,2593.639338289954,70497.0,6.42,1
2017-01-01,"Memphis, TN-MS-AR","Memphis, TN",21.16%,169900.0,674.2264409228018,38230.0,4.32,1
2018-01-01,"Memphis, TN-MS-AR","Memphis, TN",21.82%,186375.0,710.9668935854671,39108.0,3.99,1
2019-01-01,"Memphis, TN-MS-AR","Memphis, TN",24.32%,204925.0,835.537462782562,41228.0,4.55,1
2020-01-01,"Memphis, TN-MS-AR","Memphis, TN",24.20%,228200.0,844.4282440567247,41864.0,3.74,1
2021-01-01,"Memphis, TN-MS-AR","Memphis, TN",21.16%,240000.0,775.7110173861531,43981.0,2.67,1
2022-01-01,"Memphis, TN-MS-AR","Memphis, TN",18.77%,219900.0,752.1630849379125,48090.0,3.11,1
2023-01-01,"Memphis, TN-MS-AR","Memphis, TN",38.18%,324950.0,1629.470932335677,51211.0,6.42,1
2017-01-01,"Menomonie, WI","Menomonie, WI",21.12%,190250.0,754.9828156890114,42896.0,4.32,1
2018-01-01,"Menomonie, WI","Menomonie, WI",19.65%,177950.0,678.8279474904567,41449.0,3.99,1
2019-01-01,"Menomonie, WI","Menomonie, WI",20.20%,182200.0,742.8811795485315,44121.0,4.55,1
2020-01-01,"Menomonie, WI","Menomonie, WI",21.35%,210500.0,778.9313995352346,43789.0,3.74,1
2021-01-01,"Menomonie, WI","Menomonie, WI",22.12%,271900.0,878.8159401137292,47684.0,2.67,1
2022-01-01,"Menomonie, WI","Menomonie, WI",18.02%,225000.0,769.6075221056404,51250.0,3.11,1
2023-01-01,"Menomonie, WI","Menomonie, WI",37.40%,339250.0,1701.1786853204444,54587.0,6.42,1
2017-01-01,"Merced, CA","Merced, CA",32.75%,279950.0,1110.9458042162353,40704.0,4.32,1
2018-01-01,"Merced, CA","Merced, CA",32.15%,299450.0,1142.3154193650873,42637.0,3.99,1
2019-01-01,"Merced, CA","Merced, CA",32.39%,299475.0,1221.0446830147994,45232.0,4.55,1
2020-01-01,"Merced, CA","Merced, CA",28.16%,316969.0,1172.9078706854336,49973.0,3.74,1
2021-01-01,"Merced, CA","Merced, CA",28.10%,379000.0,1224.9769816223002,52305.0,2.67,1
2022-01-01,"Merced, CA","Merced, CA",30.28%,437000.0,1494.7488318229548,59233.0,3.11,1
2023-01-01,"Merced, CA","Merced, CA",42.39%,422245.0,2117.359451682037,59938.0,6.42,1
2017-01-01,"Meridian, MS","Meridian, MS",19.54%,129925.0,515.5907612530608,31664.0,4.32,1
2018-01-01,"Meridian, MS","Meridian, MS",19.37%,138800.0,529.4819843308536,32807.0,3.99,1
2019-01-01,"Meridian, MS","Meridian, MS",21.96%,145500.0,593.2448497492388,32422.0,4.55,1
2020-01-01,"Meridian, MS","Meridian, MS",19.70%,133500.0,494.0016239332723,30088.0,3.74,1
2021-01-01,"Meridian, MS","Meridian, MS",21.10%,169700.0,548.4923318767925,31198.0,2.67,1
2022-01-01,"Meridian, MS","Meridian, MS",17.52%,140000.0,478.8669026435096,32797.0,3.11,1
2023-01-01,"Meridian, MS","Meridian, MS",27.43%,158000.0,792.2954525589689,34657.0,6.42,1
2017-01-01,"Merrill, WI","Merrill, WI",13.45%,137400.0,545.2543436303295,48653.0,4.32,1
2018-01-01,"Merrill, WI","Merrill, WI",13.22%,142200.0,542.4520041199379,49249.0,3.99,1
2019-01-01,"Merrill, WI","Merrill, WI",14.72%,144900.0,590.7984792348091,48159.0,4.55,1
2020-01-01,"Merrill, WI","Merrill, WI",14.35%,152000.0,562.4587778116658,47031.0,3.74,1
2021-01-01,"Merrill, WI","Merrill, WI",14.45%,175000.0,565.62261684407,46973.0,2.67,1
2022-01-01,"Merrill, WI","Merrill, WI",18.66%,219900.0,752.1630849379125,48378.0,3.11,1
2017-01-01,"Mexico, MO","Mexico, MO",9.85%,80400.0,319.0571268404548,38883.0,4.32,1
2018-01-01,"Mexico, MO","Mexico, MO",9.26%,77575.0,295.9262603347692,38329.0,3.99,1
2019-01-01,"Mexico, MO","Mexico, MO",9.81%,81250.0,331.279340495709,40538.0,4.55,1
2020-01-01,"Mexico, MO","Mexico, MO",9.74%,89400.0,330.8145706339666,40741.0,3.74,1
2021-01-01,"Mexico, MO","Mexico, MO",10.65%,119900.0,387.53229576916567,43669.0,2.67,1
2022-01-01,"Mexico, MO","Mexico, MO",9.49%,110000.0,376.25256636275753,47585.0,3.11,1
2023-01-01,"Mexico, MO","Mexico, MO",15.97%,129700.0,650.38430504366,48873.0,6.42,1
